,gene-symbol,GO_ID,GO_term,gene-score
8797,EIF4E,GO:0033391,chromatoid body,2.0
8798,EIF4E,GO:0036464,cytoplasmic ribonucleoprotein granule,2.0
8799,EIF4E,GO:0045665,negative regulation of neuron differentiation,2.0
8800,EIF4E,GO:0045931,positive regulation of mitotic cell cycle,2.0
8801,EIF4E,GO:0048471,perinuclear region of cytoplasm,2.0
8802,EIF4E,GO:0070062,extracellular exosome,2.0
8803,EIF4E,GO:0071549,cellular response to dexamethasone stimulus,2.0
8804,EIF4E,GO:0098978,glutamatergic synapse,2.0
8805,EIF4E,GO:0099524,postsynaptic cytosol,2.0
8806,EIF4E,GO:0099578,"regulation of translation at postsynapse, modulating synaptic transmission",2.0
8807,EIF4E,GO:0140297,DNA-binding transcription factor binding,2.0
8867,ELAVL2,GO:0003723,RNA binding,2.0
8868,ELAVL2,GO:0003730,mRNA 3'-UTR binding,2.0
8869,ELAVL2,GO:0005515,protein binding,2.0
8870,ELAVL2,GO:0005654,nucleoplasm,2.0
8871,ELAVL2,GO:0006355,regulation of DNA-templated transcription,2.0
8872,ELAVL2,GO:1990904,ribonucleoprotein complex,2.0
8877,ELOVL2,GO:0005515,protein binding,2.0
8878,ELOVL2,GO:0005783,endoplasmic reticulum,2.0
8879,ELOVL2,GO:0005789,endoplasmic reticulum membrane,2.0
8881,ELOVL2,GO:0006636,unsaturated fatty acid biosynthetic process,2.0
8882,ELOVL2,GO:0009922,fatty acid elongase activity,2.0
8886,ELOVL2,GO:0019367,"fatty acid elongation, saturated fatty acid",2.0
8887,ELOVL2,GO:0030148,sphingolipid biosynthetic process,2.0
8888,ELOVL2,GO:0034625,"fatty acid elongation, monounsaturated fatty acid",2.0
8889,ELOVL2,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",2.0
8891,ELOVL2,GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,2.0
8892,ELOVL2,GO:0036109,alpha-linolenic acid metabolic process,2.0
8893,ELOVL2,GO:0042761,very long-chain fatty acid biosynthetic process,2.0
8895,ELOVL2,GO:0043651,linoleic acid metabolic process,2.0
8896,ELOVL2,GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity,2.0
8897,ELP2,GO:0000993,RNA polymerase II complex binding,2.0
8898,ELP2,GO:0002098,tRNA wobble uridine modification,2.0
8899,ELP2,GO:0005654,nucleoplasm,2.0
8900,ELP2,GO:0005737,cytoplasm,2.0
8901,ELP2,GO:0005829,cytosol,2.0
8902,ELP2,GO:0006357,regulation of transcription by RNA polymerase II,2.0
8903,ELP2,GO:0006368,transcription elongation by RNA polymerase II promoter,2.0
8904,ELP2,GO:0006417,regulation of translation,2.0
8905,ELP2,GO:0008023,transcription elongation factor complex,2.0
8906,ELP2,GO:0019901,protein kinase binding,2.0
8907,ELP2,GO:0033588,elongator holoenzyme complex,2.0
8910,ELP2,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,2.0
8911,ELP4,GO:0000993,RNA polymerase II complex binding,2.0
8912,ELP4,GO:0002098,tRNA wobble uridine modification,2.0
8914,ELP4,GO:0005515,protein binding,2.0
8915,ELP4,GO:0005654,nucleoplasm,2.0
8916,ELP4,GO:0005737,cytoplasm,2.0
8918,ELP4,GO:0006357,regulation of transcription by RNA polymerase II,2.0
8920,ELP4,GO:0006368,transcription elongation by RNA polymerase II promoter,2.0
8921,ELP4,GO:0006417,regulation of translation,2.0
8922,ELP4,GO:0008023,transcription elongation factor complex,2.0
8924,ELP4,GO:0008607,phosphorylase kinase regulator activity,2.0
8925,ELP4,GO:0033588,elongator holoenzyme complex,2.0
8928,ELP4,GO:0050790,regulation of catalytic activity,2.0
8929,EMSY,GO:0005515,protein binding,2.0
8930,EMSY,GO:0005654,nucleoplasm,2.0
8932,EMSY,GO:0006281,DNA repair,2.0
8933,EMSY,GO:0006325,chromatin organization,2.0
8934,EMSY,GO:0006355,regulation of DNA-templated transcription,2.0
8935,EN2,GO:0000785,chromatin,2.0
8936,EN2,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
8937,EN2,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
8939,EN2,GO:0001650,fibrillar center,2.0
8940,EN2,GO:0005634,nucleus,2.0
8941,EN2,GO:0005654,nucleoplasm,2.0
8942,EN2,GO:0005730,nucleolus,2.0
8943,EN2,GO:0006357,regulation of transcription by RNA polymerase II,2.0
8944,EN2,GO:0016020,membrane,2.0
8945,EN2,GO:0030182,neuron differentiation,2.0
8946,EN2,GO:0030901,midbrain development,2.0
8947,EN2,GO:0030902,hindbrain development,2.0
8948,EN2,GO:0043524,negative regulation of neuron apoptotic process,2.0
8949,EN2,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
8950,EN2,GO:0048666,neuron development,2.0
8951,EN2,GO:0071542,dopaminergic neuron differentiation,2.0
8952,EN2,GO:1990403,embryonic brain development,2.0
8953,EN2,GO:1990837,sequence-specific double-stranded DNA binding,2.0
9138,EP400,GO:0000786,nucleosome,2.0
9139,EP400,GO:0000812,Swr1 complex,2.0
9141,EP400,GO:0003677,DNA binding,2.0
9142,EP400,GO:0003682,chromatin binding,2.0
9143,EP400,GO:0004386,helicase activity,2.0
9144,EP400,GO:0005515,protein binding,2.0
9145,EP400,GO:0005524,ATP binding,2.0
9146,EP400,GO:0005654,nucleoplasm,2.0
9147,EP400,GO:0006281,DNA repair,2.0
9148,EP400,GO:0006338,chromatin remodeling,2.0
9149,EP400,GO:0016573,histone acetylation,2.0
9150,EP400,GO:0016607,nuclear speck,2.0
9151,EP400,GO:0016787,hydrolase activity,2.0
9152,EP400,GO:0035267,NuA4 histone acetyltransferase complex,2.0
9154,EP400,GO:0042981,regulation of apoptotic process,2.0
9155,EP400,GO:0043967,histone H4 acetylation,2.0
9157,EP400,GO:0043968,histone H2A acetylation,2.0
9158,EP400,GO:0045893,positive regulation of DNA-templated transcription,2.0
9159,EP400,GO:0051726,regulation of cell cycle,2.0
9160,EP400,GO:0140658,ATP-dependent chromatin remodeler activity,2.0
9161,EP400,GO:1905168,positive regulation of double-strand break repair via homologous recombination,2.0
9162,EP400,GO:1990405,protein antigen binding,2.0
9163,EP400,GO:2000779,regulation of double-strand break repair,2.0
9164,EPC2,GO:0000786,nucleosome,2.0
9165,EPC2,GO:0005634,nucleus,2.0
9166,EPC2,GO:0006281,DNA repair,2.0
9167,EPC2,GO:0006325,chromatin organization,2.0
9168,EPC2,GO:0006357,regulation of transcription by RNA polymerase II,2.0
9169,EPC2,GO:0016573,histone acetylation,2.0
9170,EPC2,GO:0032777,Piccolo NuA4 histone acetyltransferase complex,2.0
9171,EPC2,GO:0035267,NuA4 histone acetyltransferase complex,2.0
9172,EPC2,GO:0042981,regulation of apoptotic process,2.0
9173,EPC2,GO:0043967,histone H4 acetylation,2.0
9174,EPC2,GO:0043968,histone H2A acetylation,2.0
9175,EPC2,GO:0045893,positive regulation of DNA-templated transcription,2.0
9176,EPC2,GO:0051726,regulation of cell cycle,2.0
9177,EPC2,GO:1905168,positive regulation of double-strand break repair via homologous recombination,2.0
9178,EPC2,GO:2000779,regulation of double-strand break repair,2.0
9179,EPHA1,GO:0001525,angiogenesis,2.0
9180,EPHA1,GO:0001954,positive regulation of cell-matrix adhesion,2.0
9181,EPHA1,GO:0001968,fibronectin binding,2.0
9182,EPHA1,GO:0004672,protein kinase activity,2.0
9183,EPHA1,GO:0004714,transmembrane receptor protein tyrosine kinase activity,2.0
9184,EPHA1,GO:0005005,transmembrane-ephrin receptor activity,2.0
9186,EPHA1,GO:0005524,ATP binding,2.0
9187,EPHA1,GO:0005886,plasma membrane,2.0
9190,EPHA1,GO:0006469,negative regulation of protein kinase activity,2.0
9191,EPHA1,GO:0007166,cell surface receptor signaling pathway,2.0
9192,EPHA1,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,2.0
9193,EPHA1,GO:0007275,multicellular organism development,2.0
9194,EPHA1,GO:0007411,axon guidance,2.0
9195,EPHA1,GO:0008284,positive regulation of cell population proliferation,2.0
9196,EPHA1,GO:0018108,peptidyl-tyrosine phosphorylation,2.0
9197,EPHA1,GO:0019901,protein kinase binding,2.0
9198,EPHA1,GO:0030335,positive regulation of cell migration,2.0
9199,EPHA1,GO:0030336,negative regulation of cell migration,2.0
9200,EPHA1,GO:0033674,positive regulation of kinase activity,2.0
9201,EPHA1,GO:0034446,substrate adhesion-dependent cell spreading,2.0
9202,EPHA1,GO:0043005,neuron projection,2.0
9203,EPHA1,GO:0043087,regulation of GTPase activity,2.0
9204,EPHA1,GO:0043235,receptor complex,2.0
9205,EPHA1,GO:0045766,positive regulation of angiogenesis,2.0
9207,EPHA1,GO:0046777,protein autophosphorylation,2.0
9208,EPHA1,GO:0048013,ephrin receptor signaling pathway,2.0
9209,EPHA1,GO:0051496,positive regulation of stress fiber assembly,2.0
9210,EPHA1,GO:0090630,activation of GTPase activity,2.0
9265,EPHB2,GO:0001525,angiogenesis,2.0
9267,EPHB2,GO:0001540,amyloid-beta binding,2.0
9269,EPHB2,GO:0001655,urogenital system development,2.0
9270,EPHB2,GO:0001933,negative regulation of protein phosphorylation,2.0
9271,EPHB2,GO:0002639,positive regulation of immunoglobulin production,2.0
9272,EPHB2,GO:0004713,protein tyrosine kinase activity,2.0
9273,EPHB2,GO:0004714,transmembrane receptor protein tyrosine kinase activity,2.0
9274,EPHB2,GO:0005005,transmembrane-ephrin receptor activity,2.0
9277,EPHB2,GO:0005102,signaling receptor binding,2.0
9278,EPHB2,GO:0005515,protein binding,2.0
9279,EPHB2,GO:0005524,ATP binding,2.0
9280,EPHB2,GO:0005576,extracellular region,2.0
9281,EPHB2,GO:0005654,nucleoplasm,2.0
9282,EPHB2,GO:0005794,Golgi apparatus,2.0
9283,EPHB2,GO:0005829,cytosol,2.0
9284,EPHB2,GO:0005886,plasma membrane,2.0
9288,EPHB2,GO:0006469,negative regulation of protein kinase activity,2.0
9289,EPHB2,GO:0007162,negative regulation of cell adhesion,2.0
9290,EPHB2,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,2.0
9291,EPHB2,GO:0007275,multicellular organism development,2.0
9292,EPHB2,GO:0007399,nervous system development,2.0
9293,EPHB2,GO:0007411,axon guidance,2.0
9295,EPHB2,GO:0007413,axonal fasciculation,2.0
9296,EPHB2,GO:0007611,learning or memory,2.0
9297,EPHB2,GO:0007612,learning,2.0
9298,EPHB2,GO:0008046,axon guidance receptor activity,2.0
9299,EPHB2,GO:0009986,cell surface,2.0
9300,EPHB2,GO:0010628,positive regulation of gene expression,2.0
9301,EPHB2,GO:0016310,phosphorylation,2.0
9302,EPHB2,GO:0018108,peptidyl-tyrosine phosphorylation,2.0
9303,EPHB2,GO:0021631,optic nerve morphogenesis,2.0
9304,EPHB2,GO:0021934,hindbrain tangential cell migration,2.0
9305,EPHB2,GO:0021952,central nervous system projection neuron axonogenesis,2.0
9306,EPHB2,GO:0022038,corpus callosum development,2.0
9307,EPHB2,GO:0030193,regulation of blood coagulation,2.0
9308,EPHB2,GO:0030335,positive regulation of cell migration,2.0
9309,EPHB2,GO:0030424,axon,2.0
9310,EPHB2,GO:0030425,dendrite,2.0
9311,EPHB2,GO:0030890,positive regulation of B cell proliferation,2.0
9312,EPHB2,GO:0031290,retinal ganglion cell axon guidance,2.0
9313,EPHB2,GO:0031915,positive regulation of synaptic plasticity,2.0
9314,EPHB2,GO:0032760,positive regulation of tumor necrosis factor production,2.0
9315,EPHB2,GO:0033674,positive regulation of kinase activity,2.0
9316,EPHB2,GO:0042113,B cell activation,2.0
9317,EPHB2,GO:0042472,inner ear morphogenesis,2.0
9318,EPHB2,GO:0042734,presynaptic membrane,2.0
9319,EPHB2,GO:0042802,identical protein binding,2.0
9320,EPHB2,GO:0043005,neuron projection,2.0
9321,EPHB2,GO:0043025,neuronal cell body,2.0
9322,EPHB2,GO:0043197,dendritic spine,2.0
9323,EPHB2,GO:0043235,receptor complex,2.0
9324,EPHB2,GO:0044877,protein-containing complex binding,2.0
9325,EPHB2,GO:0045211,postsynaptic membrane,2.0
9326,EPHB2,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,2.0
9327,EPHB2,GO:0046580,negative regulation of Ras protein signal transduction,2.0
9328,EPHB2,GO:0048013,ephrin receptor signaling pathway,2.0
9329,EPHB2,GO:0048168,regulation of neuronal synaptic plasticity,2.0
9330,EPHB2,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,2.0
9331,EPHB2,GO:0048593,camera-type eye morphogenesis,2.0
9332,EPHB2,GO:0050771,negative regulation of axonogenesis,2.0
9333,EPHB2,GO:0050878,regulation of body fluid levels,2.0
9334,EPHB2,GO:0051489,regulation of filopodium assembly,2.0
9335,EPHB2,GO:0051965,positive regulation of synapse assembly,2.0
9336,EPHB2,GO:0060021,roof of mouth development,2.0
9337,EPHB2,GO:0060996,dendritic spine development,2.0
9338,EPHB2,GO:0060997,dendritic spine morphogenesis,2.0
9339,EPHB2,GO:0061003,positive regulation of dendritic spine morphogenesis,2.0
9340,EPHB2,GO:0070373,negative regulation of ERK1 and ERK2 cascade,2.0
9341,EPHB2,GO:0071222,cellular response to lipopolysaccharide,2.0
9342,EPHB2,GO:0071679,commissural neuron axon guidance,2.0
9343,EPHB2,GO:0097104,postsynaptic membrane assembly,2.0
9344,EPHB2,GO:0098686,hippocampal mossy fiber to CA3 synapse,2.0
9345,EPHB2,GO:0098794,postsynapse,2.0
9346,EPHB2,GO:0098978,glutamatergic synapse,2.0
9347,EPHB2,GO:0099557,"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission",2.0
9348,EPHB2,GO:0106028,neuron projection retraction,2.0
9349,EPHB2,GO:0110077,vesicle-mediated intercellular transport,2.0
9350,EPHB2,GO:0120192,tight junction assembly,2.0
9351,EPHB2,GO:1900016,negative regulation of cytokine production involved in inflammatory response,2.0
9352,EPHB2,GO:1900273,positive regulation of long-term synaptic potentiation,2.0
9353,EPHB2,GO:1903078,positive regulation of protein localization to plasma membrane,2.0
9354,EPHB2,GO:1904646,cellular response to amyloid-beta,2.0
9355,EPHB2,GO:1904782,negative regulation of NMDA glutamate receptor activity,2.0
9356,EPHB2,GO:1904783,positive regulation of NMDA glutamate receptor activity,2.0
9357,EPHB2,GO:2000316,regulation of T-helper 17 type immune response,2.0
9358,EPHB2,GO:2000822,regulation of behavioral fear response,2.0
9359,EPPK1,GO:0003723,RNA binding,2.0
9360,EPPK1,GO:0005198,structural molecule activity,2.0
9361,EPPK1,GO:0005515,protein binding,2.0
9362,EPPK1,GO:0005737,cytoplasm,2.0
9363,EPPK1,GO:0005856,cytoskeleton,2.0
9364,EPPK1,GO:0005882,intermediate filament,2.0
9365,EPPK1,GO:0005923,bicellular tight junction,2.0
9366,EPPK1,GO:0010839,negative regulation of keratinocyte proliferation,2.0
9367,EPPK1,GO:0016020,membrane,2.0
9368,EPPK1,GO:0016323,basolateral plasma membrane,2.0
9369,EPPK1,GO:0016327,apicolateral plasma membrane,2.0
9370,EPPK1,GO:0019215,intermediate filament binding,2.0
9371,EPPK1,GO:0030054,cell junction,2.0
9372,EPPK1,GO:0030056,hemidesmosome,2.0
9373,EPPK1,GO:0030336,negative regulation of cell migration,2.0
9374,EPPK1,GO:0042060,wound healing,2.0
9376,EPPK1,GO:0042995,cell projection,2.0
9377,EPPK1,GO:0045095,keratin filament,2.0
9379,EPPK1,GO:0045104,intermediate filament cytoskeleton organization,2.0
9380,EPPK1,GO:0045109,intermediate filament organization,2.0
9383,EPPK1,GO:0045110,intermediate filament bundle assembly,2.0
9384,EPPK1,GO:0045111,intermediate filament cytoskeleton,2.0
9385,EPPK1,GO:0050680,negative regulation of epithelial cell proliferation,2.0
9386,EPPK1,GO:0051548,negative regulation of keratinocyte migration,2.0
9387,EPPK1,GO:0061045,negative regulation of wound healing,2.0
9388,EPPK1,GO:0071944,cell periphery,2.0
9389,EPPK1,GO:0097356,perinucleolar compartment,2.0
9390,EPPK1,GO:1905041,regulation of epithelium regeneration,2.0
9391,EPPK1,GO:1990254,keratin filament binding,2.0
9392,ERBIN,GO:0005102,signaling receptor binding,2.0
9394,ERBIN,GO:0005176,ErbB-2 class receptor binding,2.0
9395,ERBIN,GO:0005200,structural constituent of cytoskeleton,2.0
9396,ERBIN,GO:0005515,protein binding,2.0
9397,ERBIN,GO:0005604,basement membrane,2.0
9398,ERBIN,GO:0005634,nucleus,2.0
9399,ERBIN,GO:0005737,cytoplasm,2.0
9400,ERBIN,GO:0005886,plasma membrane,2.0
9402,ERBIN,GO:0006605,protein targeting,2.0
9403,ERBIN,GO:0007155,cell adhesion,2.0
9404,ERBIN,GO:0007165,signal transduction,2.0
9405,ERBIN,GO:0007173,epidermal growth factor receptor signaling pathway,2.0
9406,ERBIN,GO:0007229,integrin-mediated signaling pathway,2.0
9407,ERBIN,GO:0009925,basal plasma membrane,2.0
9408,ERBIN,GO:0016323,basolateral plasma membrane,2.0
9410,ERBIN,GO:0016607,nuclear speck,2.0
9411,ERBIN,GO:0030054,cell junction,2.0
9412,ERBIN,GO:0030056,hemidesmosome,2.0
9413,ERBIN,GO:0031965,nuclear membrane,2.0
9414,ERBIN,GO:0032088,negative regulation of NF-kappaB transcription factor activity,2.0
9416,ERBIN,GO:0032495,response to muramyl dipeptide,2.0
9417,ERBIN,GO:0032496,response to lipopolysaccharide,2.0
9418,ERBIN,GO:0045104,intermediate filament cytoskeleton organization,2.0
9419,ERBIN,GO:0045175,basal protein localization,2.0
9420,ERBIN,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,2.0
9421,ERBIN,GO:0046579,positive regulation of Ras protein signal transduction,2.0
9422,ERBIN,GO:0070433,negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,2.0
9423,ERBIN,GO:0071356,cellular response to tumor necrosis factor,2.0
9425,ERBIN,GO:0071638,negative regulation of monocyte chemotactic protein-1 production,2.0
9426,ERBIN,GO:0098794,postsynapse,2.0
9427,ERBIN,GO:0098978,glutamatergic synapse,2.0
9428,ERBIN,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,2.0
9429,ERG,GO:0000785,chromatin,2.0
9430,ERG,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
9431,ERG,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
9433,ERG,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",2.0
9434,ERG,GO:0003677,DNA binding,2.0
9435,ERG,GO:0003682,chromatin binding,2.0
9436,ERG,GO:0005515,protein binding,2.0
9437,ERG,GO:0005634,nucleus,2.0
9438,ERG,GO:0005737,cytoplasm,2.0
9439,ERG,GO:0006357,regulation of transcription by RNA polymerase II,2.0
9440,ERG,GO:0006468,protein phosphorylation,2.0
9441,ERG,GO:0007165,signal transduction,2.0
9442,ERG,GO:0030154,cell differentiation,2.0
9443,ERG,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
9445,ERG,GO:1990837,sequence-specific double-stranded DNA binding,2.0
9446,ERG,GO:1990904,ribonucleoprotein complex,2.0
9447,ERMN,GO:0001763,morphogenesis of a branching structure,2.0
9448,ERMN,GO:0005515,protein binding,2.0
9449,ERMN,GO:0005737,cytoplasm,2.0
9450,ERMN,GO:0005856,cytoskeleton,2.0
9451,ERMN,GO:0005938,cell cortex,2.0
9453,ERMN,GO:0007015,actin filament organization,2.0
9455,ERMN,GO:0008360,regulation of cell shape,2.0
9457,ERMN,GO:0030175,filopodium,2.0
9458,ERMN,GO:0031344,regulation of cell projection organization,2.0
9460,ERMN,GO:0033269,internode region of axon,2.0
9462,ERMN,GO:0033270,paranode region of axon,2.0
9464,ERMN,GO:0043025,neuronal cell body,2.0
9465,ERMN,GO:0043209,myelin sheath,2.0
9466,ERMN,GO:0051015,actin filament binding,2.0
9467,ERMN,GO:0070062,extracellular exosome,2.0
9468,ERMN,GO:0097386,glial cell projection,2.0
9469,ESR2,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
9470,ESR2,GO:0000785,chromatin,2.0
9471,ESR2,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
9473,ESR2,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
9474,ESR2,GO:0003677,DNA binding,2.0
9475,ESR2,GO:0003707,nuclear steroid receptor activity,2.0
9476,ESR2,GO:0004879,nuclear receptor activity,2.0
9479,ESR2,GO:0005496,steroid binding,2.0
9481,ESR2,GO:0005515,protein binding,2.0
9482,ESR2,GO:0005634,nucleus,2.0
9484,ESR2,GO:0005654,nucleoplasm,2.0
9486,ESR2,GO:0005739,mitochondrion,2.0
